country_iso3,country_name,indicator_id,value,year,unit,source_id,status,coverage_notes
ESP,Spain,META_COG_001,497.8,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
ESP,Spain,META_COG_002,72.5,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
ESP,Spain,META_COG_003,59.9,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
ESP,Spain,DEC_AGY_001,4.16,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
ESP,Spain,DEC_AGY_002,0.799,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
ESP,Spain,DEC_AGY_003,90.7,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
ESP,Spain,DEC_AGY_004,0.766,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
ESP,Spain,DEC_AGY_005,0.772,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
ESP,Spain,ENAB_001,76.52,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
ESP,Spain,ENAB_002,0.743,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
ESP,Spain,ENAB_003,92.1,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
ESP,Spain,ENAB_004,0.809,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
ESP,Spain,ENAB_005,80.2,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
ESP,Spain,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
ESP,Spain,ATT_WELL_001,7.3,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
ESP,Spain,ATT_WELL_002,16.1,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
SWE,Sweden,AI_LIT_001,303.0,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
SWE,Sweden,AI_LIT_002,541.4,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
SWE,Sweden,AI_LIT_004,32.9,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
SWE,Sweden,AI_LIT_005,89.8,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
SWE,Sweden,META_COG_001,515.5,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
SWE,Sweden,META_COG_002,76.5,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
SWE,Sweden,META_COG_003,65.6,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
SWE,Sweden,DEC_AGY_001,4.57,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
SWE,Sweden,DEC_AGY_002,0.875,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
SWE,Sweden,DEC_AGY_003,96.3,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
SWE,Sweden,DEC_AGY_004,0.886,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
SWE,Sweden,DEC_AGY_005,0.885,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
SWE,Sweden,ENAB_001,81.16,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
SWE,Sweden,ENAB_002,0.801,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
SWE,Sweden,ENAB_003,93.8,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
SWE,Sweden,ENAB_004,0.836,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
SWE,Sweden,ENAB_005,82.8,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
SWE,Sweden,CAL_TRUST_001,,2023,index,KPMG_AI_Trust,Missing,Economy not surveyed in KPMG-Melbourne 2023 17-country study wave
SWE,Sweden,ATT_WELL_001,8.0,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
SWE,Sweden,ATT_WELL_002,21.9,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
GBR,United Kingdom,AI_LIT_001,303.5,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
GBR,United Kingdom,AI_LIT_002,522.7,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
GBR,United Kingdom,AI_LIT_004,34.4,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
GBR,United Kingdom,AI_LIT_005,82.4,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
GBR,United Kingdom,META_COG_001,509.7,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
GBR,United Kingdom,META_COG_002,77.7,2023,index,EMLI_CouncilEurope,Observed,EMLI / OSIS Media Literacy Assessment
GBR,United Kingdom,META_COG_003,65.9,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
GBR,United Kingdom,DEC_AGY_001,4.3,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
GBR,United Kingdom,DEC_AGY_002,0.845,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
GBR,United Kingdom,DEC_AGY_003,93.9,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
GBR,United Kingdom,DEC_AGY_004,0.886,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
GBR,United Kingdom,DEC_AGY_005,0.806,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
GBR,United Kingdom,ENAB_001,81.77,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
GBR,United Kingdom,ENAB_002,0.796,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
GBR,United Kingdom,ENAB_003,94.0,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
GBR,United Kingdom,ENAB_004,0.864,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
GBR,United Kingdom,ENAB_005,81.2,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
GBR,United Kingdom,CAL_TRUST_001,57.7,2023,index,KPMG_AI_Trust,Observed,KPMG Trust in AI survey
GBR,United Kingdom,ATT_WELL_001,6.1,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
GBR,United Kingdom,ATT_WELL_002,19.9,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
USA,United States,AI_LIT_001,303.0,2022,points,PIAAC_OECD,Observed,Official OECD PIAAC / national survey calibrated
USA,United States,AI_LIT_002,526.2,2022,points,PISA_OECD,Observed,PISA 2022 Digital Reading volume
USA,United States,AI_LIT_004,33.7,2023,%,UNESCO_STEM,Observed,UNESCO UIS Tertiary database
USA,United States,AI_LIT_005,83.2,2023,index,ITU_SKILLS,Observed,ITU Digital Development dashboard
USA,United States,META_COG_001,505.2,2022,points,PISA_FACTOPIN_OECD,Observed,PISA 2022 epistemic discernment item set
USA,United States,META_COG_002,,2023,index,EMLI_CouncilEurope,Missing,Non-European economy: not surveyed in Council of Europe / OSIS EMLI index
USA,United States,META_COG_003,62.9,2023,points,REUTERS_2023,Observed,Reuters Institute Digital News Report
USA,United States,DEC_AGY_001,4.39,2023,index,WGI_WorldBank,Observed,Worldwide Governance Indicators aggregate
USA,United States,DEC_AGY_002,0.809,2023,index,VDEM_Vdem,Observed,Varieties of Democracy Liberal Democracy Index
USA,United States,DEC_AGY_003,94.8,2023,points,FREEDOM_House,Observed,Freedom in the World aggregate score
USA,United States,DEC_AGY_004,0.847,2023,index,OECD_AI_Policy,Observed,OECD.AI National AI Strategies and Policy tracker
USA,United States,DEC_AGY_005,0.835,2023,index,STANFORD_AI_Index,Observed,HAI Stanford AI Index regulatory legislation tracker
USA,United States,ENAB_001,82.33,2023,index,OXFORD_AI,Observed,Oxford Insights Government AI Readiness report
USA,United States,ENAB_002,0.828,2023,index,IMF_AI,Observed,IMF AI Preparedness Index (AI-PI)
USA,United States,ENAB_003,94.3,2023,index,ITU_DEVELOP,Observed,ITU IDI Connectivity Readiness score
USA,United States,ENAB_004,0.879,2023,index,WBDIGITAL_WB,Observed,World Bank Digital Adoption Index
USA,United States,ENAB_005,88.9,2023,index,WEF_TECHADOPT,Observed,WEF Global Competitiveness & Technology Adoption
USA,United States,CAL_TRUST_001,62.0,2023,index,KPMG_AI_Trust,Observed,KPMG Trust in AI survey
USA,United States,ATT_WELL_001,7.8,2023,hours,SCREENTIME_Owlnut,Observed,Owlnut Digital Screen Time
USA,United States,ATT_WELL_002,14.9,2023,%,WELLBEING_WHO,Observed,WHO Mental Health Atlas prevalence estimate
